RMM,C0/Si1,C/L,Si,Methyl,C,H,O,F,N,Cl,Br,Ben,C=C,H-,C=O,C-O,0,1
474.73,1,1,4,8,14,32,3,6,0,0,0,0,0,0,0,0,9.530484,4.971987
336.6,1,1,4,5,8,23,3,3,0,0,0,0,0,4,0,0,6.812024,3.519472
554.62,1,1,4,0,12,22,3,12,0,0,0,0,0,6,0,0,9.098634,5.76736
610.73,1,1,4,4,16,30,3,12,0,0,0,0,0,2,0,0,11.49551,6.82684
454.55,1,1,3,3,12,23,2,9,0,0,0,0,0,2,0,0,8.866393,5.115256
350.63,1,1,4,6,9,25,3,3,0,0,0,0,0,3,0,0,7.4762554,3.7033446
474.73,1,1,4,8,14,32,3,6,0,0,0,0,0,0,0,0,9.530484,4.971987
446.68,1,1,4,4,12,28,3,6,0,0,0,0,0,2,0,0,8.920319,4.72515
364.65,1,1,4,6,10,27,3,3,0,0,0,0,0,3,0,0,7.8541684,3.8513634
304.53,1,1,3,6,9,23,2,3,0,0,0,0,0,1,0,0,7.110494,3.28644
610.73,1,1,4,4,16,30,3,12,0,0,0,0,0,2,0,0,11.49551,6.82684
500.65,1,1,4,3,12,25,3,9,0,0,0,0,0,4,0,0,9.052264,5.3958507
462.42,1,1,2,0,12,18,1,12,0,0,0,0,0,2,0,0,8.745102,5.3007307
446.68,1,1,4,6,12,28,3,6,0,0,0,0,0,2,0,0,9.087083,4.8776536
542.73,1,1,4,6,15,31,3,9,0,0,0,0,0,1,0,0,10.49812,5.928246
358.5,1,1,3,3,9,20,2,6,0,0,0,0,0,3,0,0,7.508834,4.089905
454.55,1,1,3,3,12,23,2,9,0,0,0,0,0,2,0,0,8.866393,5.115256
298.37,1,1,2,2,8,16,1,6,0,0,0,0,0,1,0,0,6.5739255,3.4501922
340.51,1,1,3,6,9,21,2,5,0,0,0,0,0,1,0,0,7.6383576,3.9505014
394.42,1,1,2,2,11,19,1,9,0,0,0,0,0,1,0,0,8.078371,4.5478168
378.68,1,1,4,8,11,29,3,3,0,0,0,0,0,3,0,0,8.555256,4.18378
392.71,1,1,4,9,12,31,3,3,0,0,0,0,0,0,0,0,8.8745165,4.0975685
350.63,1,1,4,6,9,25,3,3,0,0,0,0,0,0,0,0,7.500539,3.4472473
426.44,1,1,2,4,12,20,1,10,0,0,0,0,0,0,0,0,8.524429,4.826947
318.55,1,1,3,7,10,25,2,3,0,0,0,0,0,0,0,0,7.436486,3.3030303
646.7,1,1,3,3,18,29,2,15,0,0,0,0,0,0,0,0,12.028685,7.225686
326.43,1,1,2,4,10,20,1,6,0,0,0,0,0,0,0,0,7.4138803,3.7084265
312.4,1,1,2,3,9,18,1,6,0,0,0,0,0,1,0,0,7.1692424,3.6937923
500.65,1,1,4,6,12,25,3,9,0,0,0,0,0,1,0,0,9.478155,5.54393
300.56,1,1,3,6,10,26,2,2,0,0,0,0,0,3,0,0,7.113472,3.15153
258.48,1,1,3,4,7,20,2,2,0,0,0,0,0,0,0,0,5.9562435,2.5039608
470.55,1,1,3,3,12,23,3,9,0,0,0,0,0,2,0,0,8.381502,4.7504005
318.55,1,1,3,7,10,25,2,3,0,0,0,0,0,0,0,0,7.436486,3.3030303
303.52,1,1,3,6,9,22,2,3,0,0,0,0,0,0,0,0,6.964612,3.072868
377.67,1,1,4,8,11,28,3,3,0,0,0,0,0,0,0,0,8.456917,3.8961456
468.53,1,0,3,0,12,21,3,9,0,0,0,0,0,0,0,0,8.704551,4.487637
568.61,1,0,4,4,12,20,4,12,0,0,0,0,0,0,0,0,9.707629,5.7826753
624.71,1,0,4,4,16,28,4,12,0,0,0,0,0,0,0,0,11.201104,6.278369
378.64,1,0,4,7,10,25,4,3,0,0,0,0,0,0,0,0,7.8442693,3.4600556
542.69,1,0,4,5,14,27,4,9,0,0,0,0,0,0,0,0,9.983086,5.287107
528.66,1,0,4,4,13,25,4,9,0,0,0,0,0,1,0,0,9.514376,5.1483994
496.64,1,0,4,6,12,24,4,8,0,0,0,0,0,0,0,0,9.049336,4.778878
460.66,1,0,4,6,12,26,4,6,0,0,0,0,0,0,0,0,8.754693,4.3153872
514.63,1,0,4,3,12,23,4,9,0,0,0,0,0,2,0,0,9.0280075,5.024551
392.66,1,0,4,7,11,27,4,3,0,0,0,0,0,0,0,0,8.146606,3.598531
570.74,1,0,4,4,16,31,4,9,0,0,0,0,0,0,0,0,10.635305,5.3945794
584.8,1,0,4,4,17,33,4,9,0,0,0,0,0,0,0,0,10.871834,5.452245
840.6,1,0,4,0,16,16,4,24,0,0,0,0,0,0,0,0,13.589433,9.746603
424.68,1,0,4,4,12,28,4,4,0,0,0,0,0,0,0,0,8.563003,3.8158581
512.62,1,0,4,3,12,21,4,9,0,0,0,0,0,0,0,0,9.073014,4.890362
710.76,1,0,5,5,15,25,5,15,0,0,0,0,0,0,0,0,11.861494,7.3794107
780.9,1,0,5,5,20,35,5,15,0,0,0,0,0,0,0,0,12.911678,7.6074643
560.73,1,0,5,3,12,25,5,9,0,0,0,0,0,4,0,0,9.108604,5.2971096
616.8,1,0,5,7,16,33,5,9,0,0,0,0,0,0,0,0,10.780225,5.722093
780.9,1,0,5,0,20,35,5,15,0,0,0,0,0,0,0,0,12.86059,7.4204235
530.85,1,0,5,5,15,35,5,5,0,0,0,0,0,0,0,0,9.915247,4.5745797
690.9,1,0,5,0,20,40,5,10,0,0,0,0,0,0,0,0,11.874575,6.0512576
296.61,1,0,4,8,8,24,4,0,0,0,0,0,0,0,0,0,6.0310664,1.8483306
281.58,1,0,4,7,7,21,4,0,0,0,0,0,0,0,0,0,5.973282,1.9606776
292.67,1,0,4,8,10,28,2,0,0,0,0,0,0,0,0,0,6.473937,2.0943375
430.85,1,0,6,10,10,30,7,0,0,0,0,0,0,0,0,0,7.053356,1.0408373
266.54,1,0,4,6,6,18,4,0,0,0,0,0,0,0,0,0,5.6701236,1.9063486
294.64,1,0,4,8,9,26,3,0,0,0,0,0,0,0,0,0,6.2219453,1.9898833
370.77,1,0,5,10,10,30,5,0,0,0,0,0,0,0,0,0,7.8175507,2.7640743
400.78,1,0,6,8,8,24,7,0,0,0,0,0,0,0,0,0,6.0025115,1.2687607
429.89,1,0,6,11,11,33,6,0,0,0,0,0,0,0,0,0,8.509144,3.1692898
414.85,1,0,6,10,10,30,6,0,0,0,0,0,0,0,0,0,8.255489,2.9754324
325.66,1,0,5,7,7,21,5,0,0,0,0,0,0,0,0,0,6.1189623,1.971816
414.85,1,0,6,10,10,30,6,0,0,0,0,0,0,0,0,0,8.255489,2.9754324
444.92,1,0,6,12,12,36,6,0,0,0,0,0,0,0,0,0,8.653712,3.2810504
236.53,1,1,3,8,8,24,2,0,0,0,0,0,0,0,0,0,6.216641,2.2373028
221.5,1,1,3,7,7,21,2,0,0,0,0,0,0,0,0,0,5.9826307,2.301658
280.61,1,1,4,8,8,24,3,0,0,0,0,0,0,0,0,0,6.540064,2.5890028
310.68,1,1,4,10,10,30,3,0,0,0,0,0,0,0,0,0,7.3267484,2.7289462
280.61,1,1,4,8,8,24,3,0,0,0,0,0,0,0,0,0,6.540064,2.5890028
206.46,1,1,3,6,6,18,2,0,0,0,0,0,0,0,0,0,5.523964,2.2270854
295.65,1,1,4,9,9,27,3,0,0,0,0,0,0,0,0,0,6.7971835,2.611961
324.7,1,1,5,8,8,24,4,0,0,0,0,0,0,0,0,0,6.9546857,2.8694816
265.58,1,1,4,7,7,21,3,0,0,0,0,0,0,0,0,0,6.1186037,2.4768043
354.77,1,1,5,10,10,30,4,0,0,0,0,0,0,0,0,0,8.028848,3.2720025
294.68,1,1,4,10,10,30,2,0,0,0,0,0,0,0,0,0,7.490288,2.7516341
339.73,1,1,5,9,9,27,4,0,0,0,0,0,0,0,0,0,7.442033,3.0656905
206.46,1,1,3,6,6,18,2,0,0,0,0,0,0,0,0,0,5.523964,2.2270854
250.55,1,1,4,6,6,18,3,0,0,0,0,0,0,0,0,0,5.6363235,2.335883
382.86,1,1,5,12,13,38,3,0,0,0,0,0,0,0,0,0,9.103926,3.9406488
383.82,1,1,6,9,9,27,5,0,0,0,0,0,0,0,0,0,7.818066,3.3024616
364.84,1,1,6,8,10,28,3,0,0,0,0,0,0,0,0,0,8.426043,3.5726316
308.71,1,1,4,10,11,32,2,0,0,0,0,0,0,0,0,0,8.212464,3.0862362
519.07,1,0,7,14,14,42,7,0,0,0,0,0,0,0,0,0,9.104695,3.7231715
444.92,1,0,6,12,12,36,6,0,0,0,0,0,0,0,0,0,8.653712,3.2810504
384.84,1,1,5,12,12,36,4,0,0,0,0,0,0,0,0,0,8.785944,3.6615272
458.99,1,1,6,14,14,42,5,0,0,0,0,0,0,0,0,0,9.073507,4.066473
384.84,1,1,5,12,12,36,4,0,0,0,0,0,0,0,0,0,8.785944,3.6615272
236.5,1,1,3,8,8,24,2,0,0,0,0,0,0,0,0,0,6.2165537,2.2372472
458.99,1,1,6,14,14,42,5,0,0,0,0,0,0,0,0,0,9.073507,4.066473
384.84,1,1,5,12,12,36,4,0,0,0,0,0,0,0,0,0,8.785944,3.6615272
443.96,1,1,6,13,13,39,5,0,0,0,0,0,0,0,0,0,8.962198,3.9876304
428.92,1,1,6,12,12,36,5,0,0,0,0,0,0,0,0,0,8.84721,3.8906417
369.8,1,1,5,11,11,33,4,0,0,0,0,0,0,0,0,0,8.592314,3.5347855
380.89,1,1,5,12,14,40,2,0,0,0,0,0,0,0,0,0,9.493327,4.1762466
380.89,1,1,5,12,14,40,2,0,0,0,0,0,0,0,0,0,9.493327,4.1762466
234.56,1,1,3,8,9,26,1,0,0,0,0,0,0,0,0,0,6.2847204,1.989118
162.38,1,1,2,6,6,18,1,0,0,0,0,0,0,0,0,0,5.4173512,1.9572837
306.74,1,1,4,10,12,34,1,0,0,0,0,0,0,0,0,0,8.732119,3.2504733
222.46,1,0,3,6,6,18,3,0,0,0,0,0,0,0,0,0,5.5441976,1.8228711
220.49,1,0,3,6,7,20,2,0,0,0,0,0,0,0,0,0,5.893446,1.8934543
175.38,1,0,3,3,4,11,2,0,0,0,0,0,0,0,0,0,5.1042333,1.8264295
370.77,1,0,5,10,10,30,5,0,0,0,0,0,0,0,0,0,7.8175507,2.7640743
324.67,1,0,4,8,10,28,4,0,0,0,0,0,0,0,0,0,5.9727454,1.3527907
324.67,1,0,4,8,10,28,4,0,0,0,0,0,0,0,0,0,5.9727454,1.3527907
368.79,1,0,5,10,11,32,4,0,0,0,0,0,0,0,0,0,8.0711565,3.066885
444.92,1,0,6,12,12,36,6,0,0,0,0,0,0,0,0,0,8.653712,3.2810504
533.1,1,1,7,16,16,48,6,0,0,0,0,0,0,0,0,0,9.458694,4.5360026
607.3,1,1,8,18,18,54,7,0,0,0,0,0,0,0,0,0,10.377121,5.0915794
681.5,1,1,9,20,20,60,8,0,0,0,0,0,0,0,0,0,12.1326685,5.663541
667.4,1,0,9,18,18,54,9,0,0,0,0,0,0,0,0,0,11.053602,4.560632
593.2,1,0,8,16,16,48,8,0,0,0,0,0,0,0,0,0,9.873036,4.181629
741.5,1,0,10,20,20,60,10,0,0,0,0,0,0,0,0,0,12.392876,5.0162716
755.6,1,1,10,22,22,66,9,0,0,0,0,0,0,0,0,0,13.843554,6.2473145
383.83,1,1,5,11,12,35,4,0,0,0,0,0,0,0,0,0,8.719932,3.5883029
268.53,1,1,3,8,8,24,4,0,0,0,0,0,0,0,0,0,3.9622238,0.029918075
224.4,1,1,2,6,7,20,4,0,0,0,0,0,0,0,0,0,2.28003,-1.5895139
342.68,1,1,4,10,10,30,5,0,0,0,0,0,0,0,0,0,5.6376896,1.3563455
210.37,1,1,2,6,6,18,4,0,0,0,0,0,0,0,0,0,2.0635273,-1.5613328
316.53,1,1,3,8,8,24,7,0,0,0,0,0,0,0,0,0,2.3285458,-1.8587505
284.53,1,1,3,8,8,24,5,0,0,0,0,0,0,0,0,0,2.859378,-1.4534812
332.53,1,1,3,8,8,24,8,0,0,0,0,0,0,0,0,0,2.1169577,-1.9818943
264.58,1,1,3,8,10,28,2,0,0,0,0,0,0,0,0,0,6.1345263,1.7254711
309.68,1,1,4,9,10,29,3,0,0,0,0,0,0,0,0,0,7.034416,2.6021457
336.61,0,1,3,9,12,28,5,0,0,0,0,0,0,0,2,3,4.2718644,0.15853179
