RMM,C0/Si1,C/L,Si,Methyl,C,H,O,F,N,Cl,Br,Ben,C=C,H-,C=O,C-O,0,1,0,1,2
560.73,1,0,5,3,12,25,5,9,0,0,0,0,0,4,0,0,9.108604,5.2971096,-0.28842473,1.9763111,0.019507717
616.8,1,0,5,7,16,33,5,9,0,0,0,0,0,0,0,0,10.780225,5.722093,1.547204,1.3882993,0.35956168
780.9,1,0,5,0,20,35,5,15,0,0,0,0,0,0,0,0,12.86059,7.4204235,1.2353957,0.70557994,0.6678208
530.85,1,0,5,5,15,35,5,5,0,0,0,0,0,0,0,0,9.915247,4.5745797,1.8388917,2.1080408,0.0044325804
690.9,1,0,5,0,20,40,5,10,0,0,0,0,0,0,0,0,11.874575,6.0512576,1.5214467,0.7581921,-0.53419876
296.61,1,0,4,8,8,24,4,0,0,0,0,0,0,0,0,0,6.0310664,1.8483306,1.9451568,3.757058,-0.4736742
281.58,1,0,4,7,7,21,4,0,0,0,0,0,0,0,0,0,5.973282,1.9606776,1.1097358,3.6071467,1.0765921
292.67,1,0,4,8,10,28,2,0,0,0,0,0,0,0,0,0,6.473937,2.0943375,2.0557141,3.7093716,0.21801515
430.85,1,0,6,10,10,30,7,0,0,0,0,0,0,0,0,0,7.053356,1.0408373,0.9596107,4.938371,-0.18286583
266.54,1,0,4,6,6,18,4,0,0,0,0,0,0,0,0,0,5.6701236,1.9063486,-0.012924612,3.6219864,0.30790174
294.64,1,0,4,8,9,26,3,0,0,0,0,0,0,0,0,0,6.2219453,1.9898833,2.2183557,3.611389,0.24170369
370.77,1,0,5,10,10,30,5,0,0,0,0,0,0,0,0,0,7.8175507,2.7640743,2.194034,3.4087613,-0.16595207
400.78,1,0,6,8,8,24,7,0,0,0,0,0,0,0,0,0,6.0025115,1.2687607,0.0794879,4.046949,-0.64543694
429.89,1,0,6,11,11,33,6,0,0,0,0,0,0,0,0,0,8.509144,3.1692898,1.3745748,2.9388344,0.60607225
414.85,1,0,6,10,10,30,6,0,0,0,0,0,0,0,0,0,8.255489,2.9754324,0.32752588,3.2946699,0.11567028
325.66,1,0,5,7,7,21,5,0,0,0,0,0,0,0,0,0,6.1189623,1.971816,0.26251644,3.7853522,-0.83911186
414.85,1,0,6,10,10,30,6,0,0,0,0,0,0,0,0,0,8.255489,2.9754324,-0.16273682,2.8345242,0.22907007
444.92,1,0,6,12,12,36,6,0,0,0,0,0,0,0,0,0,8.653712,3.2810504,1.9103796,3.4446895,0.25203204
236.53,1,1,3,8,8,24,2,0,0,0,0,0,0,0,0,0,6.216641,2.2373028,1.9850938,3.7435422,-1.6727057
221.5,1,1,3,7,7,21,2,0,0,0,0,0,0,0,0,0,5.9826307,2.301658,1.1311326,3.5866904,0.56668305
280.61,1,1,4,8,8,24,3,0,0,0,0,0,0,0,0,0,6.540064,2.5890028,-0.12638356,3.7274878,-0.33003992
310.68,1,1,4,10,10,30,3,0,0,0,0,0,0,0,0,0,7.3267484,2.7289462,2.149095,3.6217277,-1.2493147
280.61,1,1,4,8,8,24,3,0,0,0,0,0,0,0,0,0,6.540064,2.5890028,-0.25336924,3.3421268,0.6840422
206.46,1,1,3,6,6,18,2,0,0,0,0,0,0,0,0,0,5.523964,2.2270854,0.22841695,3.1818225,0.65891266
295.65,1,1,4,9,9,27,3,0,0,0,0,0,0,0,0,0,6.7971835,2.611961,0.3619901,3.8806775,0.4997778
324.7,1,1,5,8,8,24,4,0,0,0,0,0,0,0,0,0,6.9546857,2.8694816,-0.5348415,3.0036986,-0.6091769
265.58,1,1,4,7,7,21,3,0,0,0,0,0,0,0,0,0,6.1186037,2.4768043,-0.041291878,3.203921,-0.1749185
354.77,1,1,5,10,10,30,4,0,0,0,0,0,0,0,0,0,8.028848,3.2720025,-0.2038999,3.1048377,0.54956734
294.68,1,1,4,10,10,30,2,0,0,0,0,0,0,0,0,0,7.490288,2.7516341,2.0468068,2.6511266,0.73989046
339.73,1,1,5,9,9,27,4,0,0,0,0,0,0,0,0,0,7.442033,3.0656905,-0.28812554,3.5430436,0.13135849
206.46,1,1,3,6,6,18,2,0,0,0,0,0,0,0,0,0,5.523964,2.2270854,-0.107016176,3.5032096,0.37361047
250.55,1,1,4,6,6,18,3,0,0,0,0,0,0,0,0,0,5.6363235,2.335883,-0.21764702,3.350393,-0.5626503
382.86,1,1,5,12,13,38,3,0,0,0,0,0,0,0,0,0,9.103926,3.9406488,2.1413198,2.5661557,0.14174268
383.82,1,1,6,9,9,27,5,0,0,0,0,0,0,0,0,0,7.818066,3.3024616,-0.79017293,3.2201905,-0.38466004
364.84,1,1,6,8,10,28,3,0,0,0,0,0,0,0,0,0,8.426043,3.5726316,0.0627746,3.423575,0.6145556
308.71,1,1,4,10,11,32,2,0,0,0,0,0,0,0,0,0,8.212464,3.0862362,2.0492117,3.5984154,-0.3904304
519.07,1,0,7,14,14,42,7,0,0,0,0,0,0,0,0,0,9.104695,3.7231715,1.9859347,1.4129438,0.22677913
444.92,1,0,6,12,12,36,6,0,0,0,0,0,0,0,0,0,8.653712,3.2810504,1.9836568,2.415202,0.61548775
384.84,1,1,5,12,12,36,4,0,0,0,0,0,0,0,0,0,8.785944,3.6615272,1.9692745,2.465459,-0.110625766
458.99,1,1,6,14,14,42,5,0,0,0,0,0,0,0,0,0,9.073507,4.066473,2.0243542,2.2276597,0.501532
384.84,1,1,5,12,12,36,4,0,0,0,0,0,0,0,0,0,8.785944,3.6615272,2.2652693,2.495823,0.5656768
236.5,1,1,3,8,8,24,2,0,0,0,0,0,0,0,0,0,6.2165537,2.2372472,1.9393903,3.47092,1.8787773
458.99,1,1,6,14,14,42,5,0,0,0,0,0,0,0,0,0,9.073507,4.066473,2.237622,2.30922,0.29128805
384.84,1,1,5,12,12,36,4,0,0,0,0,0,0,0,0,0,8.785944,3.6615272,1.9879333,2.9206498,0.6346326
443.96,1,1,6,13,13,39,5,0,0,0,0,0,0,0,0,0,8.962198,3.9876304,2.0609324,1.6558254,2.8825145
428.92,1,1,6,12,12,36,5,0,0,0,0,0,0,0,0,0,8.84721,3.8906417,-0.10040462,3.1006236,0.043655023
369.8,1,1,5,11,11,33,4,0,0,0,0,0,0,0,0,0,8.592314,3.5347855,0.17997348,2.9718266,1.8729371
380.89,1,1,5,12,14,40,2,0,0,0,0,0,0,0,0,0,9.493327,4.1762466,1.791987,2.3164098,-0.50962985
380.89,1,1,5,12,14,40,2,0,0,0,0,0,0,0,0,0,9.493327,4.1762466,2.0196629,2.0789385,0.834162
234.56,1,1,3,8,9,26,1,0,0,0,0,0,0,0,0,0,6.2847204,1.989118,1.9523699,3.7780395,0.7731482
162.38,1,1,2,6,6,18,1,0,0,0,0,0,0,0,0,0,5.4173512,1.9572837,2.29147,3.3015757,0.49433124
306.74,1,1,4,10,12,34,1,0,0,0,0,0,0,0,0,0,8.732119,3.2504733,1.8839414,2.5312774,0.7924586
222.46,1,0,3,6,6,18,3,0,0,0,0,0,0,0,0,0,5.5441976,1.8228711,2.553264,3.8139586,-0.052317288
220.49,1,0,3,6,7,20,2,0,0,0,0,0,0,0,0,0,5.893446,1.8934543,2.0461433,3.5789855,0.048148144
175.38,1,0,3,3,4,11,2,0,0,0,0,0,0,0,0,0,5.1042333,1.8264295,0.30582467,3.5840583,-0.20252177
370.77,1,0,5,10,10,30,5,0,0,0,0,0,0,0,0,0,7.8175507,2.7640743,2.4037137,3.9055033,-1.4203615
324.67,1,0,4,8,10,28,4,0,0,0,0,0,0,0,0,0,5.9727454,1.3527907,1.4867735,3.5898077,-0.19628067
324.67,1,0,4,8,10,28,4,0,0,0,0,0,0,0,0,0,5.9727454,1.3527907,1.1327778,3.490523,1.2662464
368.79,1,0,5,10,11,32,4,0,0,0,0,0,0,0,0,0,8.0711565,3.066885,1.8485888,3.6308713,-0.36354542
444.92,1,0,6,12,12,36,6,0,0,0,0,0,0,0,0,0,8.653712,3.2810504,1.9954681,2.676423,0.19364084
533.1,1,1,7,16,16,48,6,0,0,0,0,0,0,0,0,0,9.458694,4.5360026,2.0270574,0.78490245,2.5438468
607.3,1,1,8,18,18,54,7,0,0,0,0,0,0,0,0,0,10.377121,5.0915794,1.8913807,1.2759331,0.58601016
681.5,1,1,9,20,20,60,8,0,0,0,0,0,0,0,0,0,12.1326685,5.663541,1.8624284,0.8249983,1.6443545
667.4,1,0,9,18,18,54,9,0,0,0,0,0,0,0,0,0,11.053602,4.560632,2.0377693,0.42047158,-2.842758
593.2,1,0,8,16,16,48,8,0,0,0,0,0,0,0,0,0,9.873036,4.181629,2.0727339,1.3614717,1.4162859
741.5,1,0,10,20,20,60,10,0,0,0,0,0,0,0,0,0,12.392876,5.0162716,1.0207298,0.7771147,0.07185621
755.6,1,1,10,22,22,66,9,0,0,0,0,0,0,0,0,0,13.843554,6.2473145,2.0437927,-0.10786916,0.07120033
383.83,1,1,5,11,12,35,4,0,0,0,0,0,0,0,0,0,8.719932,3.5883029,0.72718024,3.3885448,0.44164252
268.53,1,1,3,8,8,24,4,0,0,0,0,0,0,0,0,0,3.9622238,0.029918075,1.8734168,1.9035153,3.1213531
224.4,1,1,2,6,7,20,4,0,0,0,0,0,0,0,0,0,2.28003,-1.5895139,1.9500501,1.9164953,3.9909282
342.68,1,1,4,10,10,30,5,0,0,0,0,0,0,0,0,0,5.6376896,1.3563455,1.9301275,3.587416,0.9584981
210.37,1,1,2,6,6,18,4,0,0,0,0,0,0,0,0,0,2.0635273,-1.5613328,1.5213743,1.2340317,2.293854
316.53,1,1,3,8,8,24,7,0,0,0,0,0,0,0,0,0,2.3285458,-1.8587505,2.0495036,1.5680728,2.0321152
284.53,1,1,3,8,8,24,5,0,0,0,0,0,0,0,0,0,2.859378,-1.4534812,1.8091252,0.8961638,4.920626
332.53,1,1,3,8,8,24,8,0,0,0,0,0,0,0,0,0,2.1169577,-1.9818943,1.8580942,0.7666079,1.0445135
264.58,1,1,3,8,10,28,2,0,0,0,0,0,0,0,0,0,6.1345263,1.7254711,1.9026526,4.0227757,1.6927323
309.68,1,1,4,9,10,29,3,0,0,0,0,0,0,0,0,0,7.034416,2.6021457,0.4122639,3.8199947,0.27175993
336.61,0,1,3,9,12,28,5,0,0,0,0,0,0,0,2,3,4.2718644,0.15853179,1.7265829,0.9613194,5.1642737
